0,-0.299994,0.8,38.5,2.40001,0.5,0,0,0
0,0.535806,-0.186096,38.8001,1.59999,0.2,-0.2,0,0
0,-1.09999,0.1,67.6502,-0.950003,0.387502,-0.45,0,0
0,-6.32231,0.424611,69.2001,-4.54218,0.2,-0.0390598,0,0
0,-0.900002,-0.8,2.5,1.6,0.5,0,0,0
0,-0.599992,-0.2,50.8001,2.4,0.2,0.2,0,0
-0.4,6.70001,0.2,24.5,7.80001,-0.5,0,0,0
0,4.20001,-0.6,47.44,6.30001,0.43,-0.3,0,0
0,-1.20001,-1,57,1.6,0.5,0,0,0
0,7.30001,0.8,62605,9.30001,-0.705001,-0.75,0,0
0,-8.79999,-1,70.0001,-6.59998,0.2,-0.3,0,0
0.2,0.362637,0.594434,37,4.2271,-0.5,0.0772701,0,0
0.4,2.7,0.8,11,7.2,-0.5,0,0,0
0,-1.19999,0.2,13.5,-1.59999,-0.5,0,0,0
0,2.8865,-0.00662313,21.8,4.71497,0.2,-0.0390598,0,0
0,4.74266,0.0235366,71,7.12872,0.2,-0.0846646,0,0
0,3.44758,0.0376318,68.5129,6.29893,0.25867,0.0987191,0,0
0,-7.69999,0.1,72.5,-4.49999,0.5,0.1,0,0
0,6.69934,0.311938,58.2002,8.71823,0.2,0.0846646,0,0
0,6.0003,0.6293,49.6001,9.80777,-0.2,-0.496113,0,0
0,3.20001,-0.8,11.4,6,-0.2,-0.6,0,0
0,5.40001,1,61015,10.4,-0.555002,1,0,0
0.4,2.2,0.8,6,4.6,-0.5,0,0,0
-0.4,0.800006,-2.98023e-08,17.6,5.20002,-0.2,-0.15,0,0
0,-4.45771,0.199719,54.5476,2.11786,0.36427,0.581191,0,0
0,-10.9,-0.5,41.4001,-5.54999,-0.2,0.15,0,0
0,-0.259286,0.317182,71,1.59998,0.5,0,0,0
0,6.90001,1,41.28,9.15001,-0.560001,0.85,0,0
0,-1.85001,0,70.3563,0.132901,-0.268745,0.0609402,0,0
0,-0.220119,0.0229828,16.0913,2.35267,-0.739613,0.11313,0,0
0,-0.799995,-0.6,49.0001,0.200036,0.2,0.05,0,0
-0.2,-11.9632,-0.0495823,27.3252,-8.83211,0.612214,0.264882,0,0
0,-5.40758,0.319388,71,-3.39142,-1,0.0390598,0,0
0,8.18018,-0.362149,48.8001,8.16726,-0.2,-0.448083,0,0
-0.4,2.15213,-0.209739,18.1207,-0.623835,0.36427,-0.581191,0,0
0,-8.79999,0,48,-8.2,0.5,-0.1,0,0
0,1.4,0.2,3.47849,1.35,-0.280005,0.05,0,0
0,4.4,-0.3,12,5.4,0.5,0,0,0
0,-4.96644,-0.386557,74.3675,-2.08036,-0.544173,-0.49247,0,0
0.2,4.9,0.0999999,10,6.2,-0.5,0,0,0
0,1.50001,-0.0999999,52,0.200009,0.5,0,0,0
0,4.50001,-0.2,31,2.40001,0.5,0,0,0
0,1.31136,-1,44.3481,0.613781,0.36427,-0.581191,0,0
0,-0.0377121,0.15988,63,2,0.5,0,0,0
0,-2.48483,-0.00379434,59.0772,-0.779192,0.496386,-0.218475,0,0
0,5.86487,0.499125,49.0001,8.59999,0.2,0.2,0,0
0,2.7,0.2,44606,5.25003,0.255006,0.05,0,0
0,0.200003,0.5,36.75,1.39999,-0.25,0.2,0,0
0,1.09017,1,11.6277,9.26486,-0.643724,0.738594,0,0
-0.2,-6.4,-0.4,34.7501,-5.79999,-0.549998,-0.3,0,0
-0.4,-0.199997,-0.3,20.5,1.00001,0.5,-0.4,0,0
0,-7.99999,0,47.2001,-7.39999,-0.2,0.6,0,0
0,0.165713,-0.0194207,46,1.85149,-0.5,0.0741914,0,0
0,16.8358,-0.0117917,22,18.4,0.2,-0.2,0,0
-0.2,-0.632631,-0.304415,2.86427,1.36365,0.932135,-0.21313,0,0
0.4,-10.65,0.15,52,-8.47785,1,0.211104,0,0
0,-7.19999,2.98023e-08,47,-3.2,0.5,0.2,0,0
-0.2,3.43511,0.350072,72,7.88886,1,0.51313,0,0
-0.2,-3.59999,-0.5,0,-2.19998,-0.5,-0.4,0,0
0,0,0,8.95659,2.88897,0.468035,-0.111035,0,0
0.2,-12109,0.468817,73,-9.84467,1,0.211104,0,0
0,0.999994,-0.6,71.3815,10.5,0.255006,0.05,0,0
-0.2,-4.29999,0.5,46.4798,-3.89999,-0.615003,0.15,0,0
-0.2,5.59721,0.147071,14.5676,7.55812,0.565316,-0.0741914,0,0
-0.2,1.43051e-05,-0.4,25.94,4,0.859999,-0.2,0,0
0,-6.26905,0.249683,63.6526,-3.98679,0.870175,0.0266713,0,0
0,1.19799,-0.168316,4.25,2.59998,-0.25,-0.2,0,0
0,0.3,0.3,76.4,2.09998,0.2,-0.1,0,0
0,6.77619,-0.675798,66.2001,6.82301,-0.2,-0.448083,0,0
-2.98023e-08,-0.137606,0.00210461,69.8488,1.81847,0.674988,-0.0772701,0,0
0,-3.46192,-0.0860838,53,-3.50208,1,-0.318475,0,0
0.4,-4.89999,1,33,-3.39999,-0.5,0,0,0
0,3.98036,-0.156391,52.2001,6.17827,0.2,0.0846646,0,0
0,-1.91653,0.156151,31.2166,0.272414,-0.639762,0.111035,0,0
0,4.8,0.4,72.25,6.99999,-0.25,-0.2,0,0
-0.2,-13.6908,0.149993,35.2771,-11617,0.699533,0.111968,0,0
0,-4.99998,0.8,20.2,-2.40001,-0.2,0,0,0
0,-4.6,0.2,61.5,2.40001,0.5,0,0,0
0,3.7,-1,47.9211,5.90003,0.255006,0.05,0,0
-0.2,-8.62292,0.305225,46.4696,-6.62554,0.699533,0.111968,0,0
0,-8.32318,-0.111261,9.20002,-9.04451,-0.2,-0.496113,0,0
0,-8.39791,-0.189863,66,-7.64226,1,-0.318475,0,0
-0.2,-9.53674e-07,-0.3,3,2.6,0.5,0,0,0
0,1.59999,0.4,53.5,1.6,0.5,0,0,0
0,-3,0.5,37.0001,-2.79998,0.2,0.05,0,0
0,-2.72785,0.149654,8.27618,-0.789976,-0.268745,0.0609402,0,0
0,-7.4,0.2,45,-5.2,-0.25,0.2,0,0
-0.2,-2.02425,-0.302948,29063,0.152703,-0.733392,-0.0733287,0,0
0,-1.08694,0.091279,41.2509,2.6276,0.468035,-0.111035,0,0
-2.98023e-08,9.9173,-0.168114,28.6745,12532,0.674988,-0.0772701,0,0
0,2.97672,0.398342,71.2001,7.64113,-0.2,0.448083,0,0
-0.2,0.288039,-0.440074,21.7634,-4.23575,0.36427,-0.581191,0,0
0.2,7.43154,0.15496,9.59999,9.29767,0.2,-0.0390598,0,0
0,4.10001,0.2,64,3.60001,0.5,0.2,0,0
0,-6.66135,-0.528418,62,-6.36836,1,-0.318475,0,0
0,2.5,-1,54,2.60001,-0.5,-0.4,0,0
0,5.08117,-0.0325336,43.1928,6.21202,0.496386,-0.218475,0,0
-0.2,4.30882,-0.425817,9.40002,3.14985,-0.2,-0.448083,0,0
0,5.47629,0.46316,27.25,7.60002,-0.25,0.2,0,0
0,4.10001,-0.0999999,38,5.60004,0.5,0.1,0,0
0,1.70001,0.6,51.8002,2.39999,-0.2,0,0,0
0,-5.99999,2.98023e-08,43.0001,-5.39999,0.2,0.2,0,0
0.2,-0.733968,0.716419,9.43856,1.43139,0.496386,0.218475,0,0
0.2,-2,0.6,13.0799,1,-0.520001,0.4,0,0
0.2,-1.75,0.3,37,7.8,-0.5,0,0,0
0,4.7,0.6,28.5,8.00001,-0.25,0.2,0,0
0,7.50001,1,55.2002,9.40001,-0.2,0.6,0,0
0,1.90001,0.9,60.0401,4.85,-0.839999,0.45,0,0
0,-4.09999,0.2,57.2002,-5.49995,-0.2,-0.15,0,0
0,7.80001,-0.6,22.2,10.2,0.2,-0.2,0,0
0.2,-12.2799,0.352846,68.0175,-2.37493,0.720618,0.848083,0,0
-0.2,6.10001,0.1,43,7.80004,0.5,0.1,0,0
0,-9.7,-1,54,-7.60001,-0.25,-0.2,0,0
0,10.6,0.3,71.0001,10.3,-0.2,-0.05,0,0
0,-10,0,51.5,-9.60001,-0.25,-0.2,0,0
0.2,1.76042,0.519118,51.1907,8.39812,-0.590696,0.381191,0,0
0,5.00001,-0.4,51.5,9.7,0.5,-0.1,0,0
0.2,5.9,-2.98023e-08,9.2,6.59999,0.2,0.2,0,0
0,3.50001,0.4,71.8,0.599985,0.2,-0.2,0,0
0,-9.2,0,49.75,-8.2,-0.25,0.2,0,0
0,-0.959102,0.00656188,48.5,1.16421,-0.5,-0.00792313,0,0
0,2,-1,25.5,4.70002,0.5,0.1,0,0
0,0.899993,-0.6,47.8001,2.50003,-0.2,-0.05,0,0
0,-1.9,0.5,69.5,1.6,0.5,0,0,0
0,1.62096,-0.990054,61,4.59999,0.5,0.2,0,0
0,-3.79999,0.8,73.48,-2.34999,-0.839999,0.45,0,0
0,-5.09999,-1,76,-2.8,-0.555002,-1,0,0
0,-3.89999,0.4,66.5,0.200009,0.5,0,0,0
-0.2,-3.00001,0,63.7663,-2.50443,0.555454,-0.0609402,0,0
0,-6.2,0,56.1234,-5.95,0.314991,-0.25,0,0
0,-1.09999,0.5,58.2002,0.400008,-0.2,0.6,0,0
0,-7.99999,0,48.2001,-6,-0.2,-0.6,0,0
0,-1.09999,-1,1.62986,-8.59999,-0.555002,1,0,0
0,-1.6,-0.6,55.5,2.40001,0.5,0,0,0
0,0.15,0.15,7,2.30413,-1,-0.442397,0,0
0,10034,-0.360882,31.1069,10.2445,-0.590696,-0.381191,0,0
0,-4.47547,0.308176,10.6353,-2.12287,-0.817059,0.218475,0,0
0,0.0999928,0.6,46.2001,2.10003,-0.2,-0.05,0,0
0,8.00001,0.8,68.4001,10.6,-0.2,0.6,0,0
0.8,-2.1,-0.6,35.5,0.999996,-0.5,0,0,0
0,-1.74374,-0.744792,72.5,2,0.5,0,0,0
0,-7.99999,0,6.60002,-7.99999,-0.2,0.6,0,0
0,-6.49998,-0.1,12.5,-2.59998,-0.5,0,0,0
0.2,2.23927,0.0101597,50.2004,4.50341,-0.268745,0.0609402,0,0
0.2,1.48127,-0.151646,22,3.39999,0.5,-0.1,0,0
0,-3.49999,0.5,62.92,-1.80001,0.859999,-0.2,0,0
0,0,0,8.51859,0.45,-0.280005,0.05,0,0
0,-0.0360384,-0.14788,69.5,2,0.5,0,0,0
0,-6.8,0.2,36.4001,-4.00001,0.2,-0.2,0,0
0,-6.03202,-0.00655434,73.5,-3.7,0.5,0.1,0,0
-0.2,-2.49765,-0.00290808,1,-0.400001,-0.5,0,0,0
0.4,-10.8,0,13.2443,-9.60659,0.612214,-0.264882,0,0
0,7.40001,0,57.8002,9.40006,0.2,0.1,0,0
0.2,-12.7076,-0.160541,20.6589,-10108,0.25867,-0.0987191,0,0
0,-2.79999,-0.6,15.5,-1.7,0.5,-0.1,0,0
-0.2,-0.991459,-0.304415,4.72854,1.33739,0.932135,-0.21313,0,0
0,7.4,0,68.3001,9.50001,-0.549998,-0.3,0,0
0,8.8,0,51.5599,11,-0.520001,-0.4,0,0
0,-0.758711,-0.348549,4.5,1.39999,-0.5,0,0,0
0,1.59897,-0.0399486,50,2.8,0.5,0,0,0
0,-1.79999,-0.6,30.4,1.99998,0.2,-0.2,0,0
0,2.3,0.4,59.5,1.6,0.5,0,0,0
0.2,1.8,0.2,29.5189,1.89994,-0.280005,-0.05,0,0
-0.2,4.53627,-1,10,3.8941,-0.2,-0.448083,0,0
0,-3.20001,0,13.4,-2.10001,-0.2,-0.05,0,0
0,-0.699999,-0.0999999,75,1.90001,-0.5,-0.25,0,0
-0.2,-1.79999,-0.7,68.4001,1.79999,-0.2,0,0,0
-0.2,5.5,-1,36,7.93364,-1,-0.442397,0,0
0,-2.59999,0.1,35.6001,-3,-0.2,-0.6,0,0
0,-4.89999,0.1,12,2.40001,0.5,0,0,0
0,-2.69999,0.5,43.2999,-1.8,0.3,0.2,0,0
0,7.40001,0,60.8002,9.90001,0.2,-0.1,0,0
0,2.90001,0.5,53.8001,5.4,0.2,0.2,0,0
0,5.8,-0.4,65.5501,8.00001,-0.549998,-0.3,0,0
0,1.19999,-0.7,44.2001,1.60003,-0.2,-0.05,0,0
0,-7.88721,-0.106894,16.8536,-8.87316,0.720618,-0.848083,0,0
0,-8.99999,0,25.8,-6.59999,0.2,0.1,0,0
0,2.4,0.7,68.2001,6.2,0.2,-0.1,0,0
0.2,4.70659,0.413077,32.6577,6.98398,0.565316,-0.0741914,0,0
-0.2,3.7,0.7,9.5,5.2,0.5,0,0,0
0,-8.3,1,28,-7,-0.5,0,0,0
0.2,-10.9254,0.412322,45.3808,-2.21406,0.69345,0.938594,0,0
0,6.70001,-0.9,57.8002,10,0.2,0.3,0,0
0,-7.90001,0.2,36,1.6,0.5,0,0,0
0,8.3,0.9,75.2066,11.25,0.255006,0.05,0,0
0,-0.54531,-0.156908,38.7392,1.3041,-0.414009,-0.0846646,0,0
0,3.4,-0.1,40.6889,6.3,0.314991,-0.25,0,0
0,0,0,4.59851,1.15,-0.280005,0.05,0,0
0,-0.669449,-0.154239,68.5,1.4,0.5,0,0,0
0,7.60001,-0.6,39.0001,7.2,-0.2,-0.6,0,0
0,-8.2,0,61.24,-6.8,-0.819998,0.7,0,0
0,6.13984,0.271792,65.8002,9.31166,-0.2,-0.496113,0,0
0,7.33916,-0.357706,65.84,7.00688,0.36427,-0.581191,0,0
0.2,-1.8,-0.8,16,4.8,0.5,0,0,0
0,-7.09999,0.5,23.8,-5.60001,0.3,-0.2,0,0
0.2,-4.34985,-0.345399,57.9288,-10.1059,0.720618,-0.848083,0,0
0,-6.17946,0.480131,55671,-3.5077,-0.534975,0.264882,0,0
0,-9.39999,0,60.6249,-8.75001,-0.615003,-0.15,0,0
0,0.900011,0.8,30.6001,2.54999,-0.2,0.15,0,0
0,-0.31056,-0.154415,2.03868,1.5293,-0.739613,-0.11313,0,0
0.2,0.906095,-0.760545,54.3257,-4.86549,0.720618,-0.848083,0,0
-2.98023e-08,1.51749,0.976129,31,2.92521,-1,0.21313,0,0
0,-2.07222,0.163159,46.2001,-0.0503235,0.2,-0.0390598,0,0
0,3.7,0.4,59.9063,8.25003,0.255006,0.05,0,0
0,7.36201,0.226533,63.4458,10.5351,0.612214,-0.264882,0,0
0,-1.29723,0.161693,67.6689,0.742303,-0.268745,0.0609402,0,0
0,2.00001,0.6,33.25,3.00002,0.43,0.6,0,0
0,-0.568637,0.3,39,2,0.5,0,0,0
0,4.10001,2.98023e-08,64.5,3.80001,0.5,0.2,0,0
0,-4,-1,42,-2.2,-0.5,5.96046e-08,0,0
-0.2,-2.3,0.1,20.8905,-0.199986,0.255006,0.05,0,0
0,-6.86037,-0.184569,70.4941,-5.80412,0.496386,-0.218475,0,0
0,-6.6,0.1,35.8001,-3.09998,0.2,0.05,0,0
0,1.04904e-05,0.2,4,2.10001,-0.5,-0.25,0,0
-0.2,3.2712,-0.189556,5.38322,4.13987,-0.534975,-0.264882,0,0
0,-4.7,0.1,41.5,-2.4,-0.25,0.2,0,0
0,-5.99999,-0.5,40.5999,-3.59999,0.3,0.2,0,0
0,2.90001,0.4,17.5,2.40001,0.5,0,0,0
0,-1.24975,-0.279002,15,-1.56664,-0.5,-0.00792313,0,0
0,5.00001,-2.98023e-08,60.6752,7.15,0.387502,-0.45,0,0
-0.2,2.50001,-0.3,50.02,4.70002,0.43,-0.3,0,0
-0.2,3.56416,0.743773,22.5296,3.46898,0.468035,-0.111035,0,0
0,-3.99999,0.2,13.2992,-1.6,-0.380004,0.2,0,0
-0.4,1.30001,-1,11.8448,1.80001,-0.705001,-0.75,0,0
0,3.6,-0.0999999,25.5,2.8,0.5,0,0,0
0,7.40001,0,61.2002,9.70001,0.2,-0.1,0,0
0.4,1.90001,0.4,44.5,1.4,0.5,0,0,0
0,2.9,0.7,61.9599,5,-0.520001,0.4,0,0
0,-4.2,0,44,-2.80001,0.5,-0.1,0,0
0,-6.6,0,45.5,-4.6,-0.5,0.2,0,0
-0.4,0.432794,-0.0316405,48.5,1.79998,0.5,0,0,0
0,-6.29999,0.5,76.6,-1.99999,0.2,0.3,0,0
-0.2,-7,0,54,-4.94748,1,0.51313,0,0
0,-5.04676,0.0140148,54,-2.7274,-1,0.0390598,0,0
-0.6,-0.299995,-1,35.5,-3.2,-0.5,0,0,0
0,-0.72893,0.00644661,73.5,1.4,0.5,0,0,0
-0.2,6.80671,0.151671,5.6,8.67888,0.2,-0.0390598,0,0
0,4.2,-0.2,73,7.59999,-0.25,-0.2,0,0
-0.4,-0.438802,-0.176904,22,1.40002,0.5,0.1,0,0
0,2.10103,0.15111,52.8879,4.09401,-0.268745,0.0609402,0,0
0,-5.2,-0.5,71.5,-0.199994,0.5,0,0,0
-0.2,-0.799994,0.6,66,-1.19999,0.5,0,0,0
0.2,-8.82635,-1,41.9136,-5.90703,0.69345,0.938594,0,0
0,-3.97635,0.614596,52.4611,-1.91841,-0.534975,0.264882,0,0
0,-0.199995,-0.6,31.2251,0.849997,0.387502,-0.45,0,0
0,7.20001,1,57.6002,9.30006,0.2,0.1,0,0
0,-0.263322,0.150701,2.5,1.60001,-0.5,0,0,0
0.2,-1.99999,2.98023e-08,36.5,0.100008,-0.5,0.25,0,0
0,0.399997,-0.6,28.44,2.69999,-0.819998,-0.7,0,0
0,-4.5587,-0.169967,21.5,-2.81029,-0.5,-0.0111039,0,0
0,-1.7,-1,28.96,-1.45,-0.560001,-0.85,0,0
0,-3.5,-0.8,16,-1.79999,-0.5,-0.4,0,0
-0.2,-7.89999,-0.2,27.5,-5.59999,-0.5,0,0,0
0,-8.61216,0.0124928,51.4002,-6.15438,0.681083,0.207923,0,0
0,5,-0.8,69.75,4.99998,-0.25,-0.2,0,0
0,-2.09999,-0.2,11.2,-2.40001,-0.2,0,0,0
0,6.60001,-0.6,59785,6.30001,-0.705001,-0.75,0,0
0,1.50001,0.3,51,0.200009,0.5,0,0,0
0,-10.2,0,31.2644,-8.91665,0.25867,0.0987191,0,0
0,5.21034,-0.44069,71.5,7.49998,0.5,-0.1,0,0
0,3.3457,-0.181291,47.1639,4.46422,0.496386,-0.218475,0,0
-0.6,-5.29999,-0.3,29.5,1.60001,-0.5,0,0,0
0,4.8,0.4,60.0501,5.00002,-0.549998,-0.3,0,0
0.2,12.8166,0.157911,35.6056,15.9793,0.36427,0.581191,0,0
0.6,-7.2,0,12.8921,-7.2,0.699533,0.111968,0,0
0,3.3,0.2,64.2001,4.00004,0.2,0.05,0,0
0,0,0,5.5,2.15002,-0.5,-0.0772701,0,0
0,-10.8,-1,25.4,-7.49998,0.2,0.05,1,0
0,-0.400002,-0.8,1.20003,1.50004,-0.2,-0.15,1,0
0,-2.93893,0.321607,2.5,-1,-0.5,0,1,0
0,-5.2215,-0.153784,5.5,-3.16561,-0.5,-0.0111039,1,0
0,-2.1,-1,10.89,-1.90735e-06,0.43,-0.6,1,0
